symbol	max_min_score	Q75.25_score	cor	p.value	fdr	TSGene
NBN	0.4915638649	0	0.0454321994	0.7433477069	1	
SMARCA5	0.4915487043	0	0.0454453441	0.7434086876	1	
DGKB	0.4912394274	0	0.045713497	0.7446510524	1	
ARPC2	0.4910211142	0	0.0459027814	0.7455261295	1	
ADAMTS2	0.4910014054	0	0.0459198696	0.7456050525	1	
BMPR2	0.4909877608	0	0.0459316999	0.7456596841	1	
ODC1	0.4909528914	0	0.0459619328	0.7457992703	1	
FGF1	0.4905981325	0	0.04626952	0.7472171338	1	
KIFC1	0.4905071687	0	0.0463483885	0.7475800203	1	
BAG6	0.4901630223	0	0.0466467743	0.7489504666	1	
RPS6KA5	0.4900902513	0	0.0467098691	0.7492397503	1	
PPP1R13L	0.4899007433	0	0.0468741785	0.7499922688	1	
MAPK9	0.4898810345	0	0.0468912666	0.7500704622	1	
FYN	0.4897066872	0	0.0470424313	0.7507616109	1	
GDI1	0.4896839463	0	0.0470621484	0.7508516862	1	
NUDT11	0.4891487759	0	0.0475261581	0.7529664771	1	
MAP4K3	0.4890653924	0	0.0475984542	0.7532951149	1	
ESR2	0.4887606636	0	0.0478626637	0.754494154	1	TSG
CYP4F2	0.4887000211	0	0.0479152427	0.7547323967	1	
SRD5A1	0.488651507	0	0.0479573059	0.7549229018	1	
NR1H4	0.4886211858	0	0.0479835954	0.7550419273	1	
ADRBK1	0.4885666075	0	0.0480309165	0.7552560953	1	
NEK1	0.4884726116	0	0.0481124139	0.7556247049	1	
HCK	0.4884453042	0	0.0481360903	0.755570013	1	
NONO	0.4882292651	0	0.048323403	0.756415818	1	
EPHA8	0.4880632744	0	0.0484673222	0.7572264654	1	
PSMD14	0.488054178	0	0.048475209	0.7572619958	1	
VEGFA	0.4880359853	0	0.0484909827	0.7573330481	1	
RIMS2	0.4877918991	0	0.0487026132	0.7582852499	1	
SERPINB5	0.4877615778	0	0.0487289027	0.7584033949	1	TSG
JAK2	0.4876372606	0	0.0488366896	0.758887463	1	
ECI1	0.4874735257	0	0.0489786529	0.7595242151	1	
CHRNG	0.487026287	0	0.0493664231	0.7612588407	1	
PDE1B	0.4869610963	0	0.0494229455	0.7615111147	1	
PRDX4	0.486829938	0	0.0495366638	0.7618560618	1	
RXRG	0.4868170703	0	0.0495478206	0.7620679494	1	
OBSCN	0.4867018494	0	0.0496477207	0.7625129062	1	
FASN	0.4866230141	0	0.0497160734	0.7628170884	1	
TNKS2	0.4866169499	0	0.0497213313	0.7628404782	1	
ADARB2	0.4863819601	0	0.0499250749	0.7637458621	1	
STIL	0.486380444	0	0.0499263894	0.7637516971	1	
IRGC	0.4863698316	0	0.0499355907	0.7637925402	1	
MAST2	0.486284932	0	0.0500092013	0.7641191451	1	
ADK	0.486093908	0	0.0501748252	0.7648531003	1	
BBOX1	0.4860651028	0	0.0501998002	0.7649636671	1	
CYP1A2	0.4857876632	0	0.0504403491	0.7660271367	1	
MBIP	0.4857876632	0	0.0504403491	0.7660271367	1	
TNFSF13B	0.4857012476	0	0.0505152742	0.766357839	1	
CHRNA2	0.4856997315	0	0.0505165887	0.7663636385	1	
JAK3	0.4854131955	0	0.0507650244	0.7674583165	1	
DDX6	0.4852797819	0	0.0508806982	0.7679670385	1	
ACVR2B	0.4852524928	0	0.0509043588	0.7680710194	1	
H6PD	0.4851766896	0	0.0509700825	0.7683597195	1	
CHD5	0.4850114387	0	0.0511133603	0.7689883949	1	TSG
ELL	0.4849523122	0	0.0511646248	0.7692131035	1	
DCLK2	0.4847051939	0	0.0513788843	0.7701509548	1	
ADRB1	0.4845096217	0	0.0515484515	0.7708916741	1	
ASNS	0.4844717201	0	0.0515813134	0.7710350701	1	
AKAP9	0.4843708823	0	0.051668743	0.7712540024	1	
SARS	0.4839774834	0	0.0520098323	0.7729003633	1	
CACNB4	0.4838137486	0	0.0521517956	0.7735164291	1	
MLKL	0.4836682065	0	0.0522779852	0.7740632545	1	
CTSB	0.4835742105	0	0.0523594826	0.7744160177	1	
KCNMB4	0.4834741504	0	0.052446238	0.7747911989	1	
MAPK13	0.4833816705	0	0.0525264209	0.7751376445	1	
CSAD	0.4833437689	0	0.0525592828	0.7752795435	1	
UGDH	0.4832861585	0	0.0526092329	0.7754951333	1	
KCNJ11	0.4829829458	0	0.0528721279	0.7766278908	1	
ADHFE1	0.4827525042	0	0.0530719281	0.777486619	1	
UQCRQ	0.4826145424	0	0.0531915453	0.7779998288	1	
PREP	0.4824538397	0	0.0533308796	0.7785967853	1	
NDUFB9	0.4824469972	0	0.0533368123	0.7784601455	1	
IDH3G	0.4823143618	0	0.0534518113	0.7791141578	1	
AKR1A1	0.4823052654	0	0.0534596982	0.7791478755	1	
GSR	0.4822976851	0	0.0534662706	0.7791759714	1	
BHMT2	0.4821354663	0	0.0536069194	0.7797767355	1	
PLD2	0.4820702756	0	0.0536634418	0.7800179012	1	
NOS1	0.4816109084	0	0.0540617277	0.7817130003	1	
GABRA5	0.481242505	0	0.0543811452	0.7830670116	1	
RABGGTB	0.4811606375	0	0.0544521268	0.7833672461	1	
CDKL3	0.4808316518	0	0.0547373679	0.7845713307	1	
ADAMTS1	0.4808316518	0	0.0547373679	0.7845713307	1	
MYD88	0.4807634289	0	0.0547965193	0.7848205414	1	
CAPN1	0.4806315314	0	0.0549108786	0.7853018766	1	
P2RX7	0.4805208588	0	0.0550068353	0.785705275	1	
SMOX	0.4800569433	0	0.0554090646	0.7873914546	1	
GGH	0.4798310499	0	0.0556049214	0.7882097052	1	
PIK3CB	0.4797340218	0	0.0556890478	0.7885606051	1	
ACVR1C	0.4796157689	0	0.0557915768	0.7889878063	1	
GPX7	0.4795899958	0	0.0558139229	0.7890808474	1	
BAZ2B	0.4795217729	0	0.0558730743	0.7893270173	1	
BAI3	0.4794793232	0	0.0559098796	0.7894801049	1	TSG
AXIN1	0.4794399055	0	0.0559440559	0.7896221996	1	TSG
NDUFS8	0.4793277168	0	0.0560413271	0.7900263164	1	
TPP2	0.479283751	0	0.0560794469	0.7901845627	1	
ARF1	0.4791715623	0	0.056176718	0.7905880474	1	TSG
SIGMAR1	0.4791564017	0	0.0561898628	0.7906425375	1	
NF2	0.4791003073	0	0.0562384983	0.7908440788	1	TSG
EPO	0.4789699258	0	0.0563515432	0.7913120869	1	
AMD1	0.4789593134	0	0.0563607445	0.7913501536	1	
ADRB2	0.4788744139	0	0.0564343551	0.7916545402	1	
GRIN2A	0.4788152874	0	0.0564856196	0.7918663698	1	
FLNA	0.4786773256	0	0.0566052369	0.792360147	1	
NR5A1	0.4786538052	0	0.0566256298	0.7922838594	1	
LGALS3	0.4785984903	0	0.0566735896	0.792641996	1	
LPA	0.4783635005	0	0.0568773332	0.7934807874	1	
MKL1	0.4783225668	0	0.056912824	0.7936266947	1	
DHRS11	0.4780784805	0	0.0571244545	0.7944954728	1	
GLRA2	0.4776661113	0	0.0574819917	0.795958306	1	
AXIN2	0.4775675672	0	0.0575674326	0.7963069646	1	TSG
ZNF217	0.4775524065	0	0.0575805773	0.796360573	1	
PIK3CG	0.4774326375	0	0.0576844208	0.7967837853	1	
RFC4	0.4770005594	0	0.0580590462	0.7983062186	1	
MUC7	0.4769815866	0	0.0580754962	0.7982136656	1	
ATP5C1	0.476941433	0	0.0581103107	0.7985140219	1	
CALCRL	0.4768989832	0	0.058147116	0.7986631352	1	
GAD2	0.4767928587	0	0.0582391293	0.7990356307	1	
DCN	0.4766685415	0	0.0583469162	0.7994714591	1	
GLUD2	0.4766442845	0	0.0583679478	0.799556433	1	
CSNK2A1	0.4764244553	0	0.0585585467	0.8003255272	1	
NDUFS7	0.4763895859	0	0.0585887796	0.800447359	1	
PI4K2B	0.4763319754	0	0.0586387297	0.8006485488	1	
RIPK2	0.4761940137	0	0.0587583469	0.8011298515	1	
CANX	0.4761379193	0	0.0588069825	0.8013253466	1	
SLC12A1	0.4760469555	0	0.058885851	0.8016421206	1	
GRM8	0.4758149978	0	0.0590869657	0.8024485213	1	
PIK3C2A	0.4756194256	0	0.0592565329	0.8031268938	1	
KCNQ3	0.4756072971	0	0.0592670487	0.8031689172	1	
MMP27	0.4755133012	0	0.0593485462	0.8034944151	1	
MUT	0.475246474	0	0.0595798938	0.8044166404	1	
IDE	0.4751630905	0	0.0596521899	0.8047042989	1	
IL5	0.475149446	0	0.0596640202	0.804751346	1	
TUBA1A	0.4751388335	0	0.0596732215	0.8047879334	1	
AKR1C1	0.4751191247	0	0.0596903097	0.8048558704	1	
NUAK2	0.4749781308	0	0.0598125559	0.8053414648	1	
MTHFD2	0.474911424	0	0.0598703928	0.8055709533	1	
FANCD2	0.4748174281	0	0.0599518902	0.8058940453	1	
PRKG2	0.4748007514	0	0.0599663494	0.8059513341	1	
EIF4E	0.474482378	0	0.0602423892	0.8070430635	1	
ADCY2	0.4743171271	0	0.060385667	0.8076082494	1	
CD248	0.4740942658	0	0.0605788948	0.8083688763	1	
PRG2	0.4739881414	0	0.060670908	0.8087304349	1	
CEACAM3	0.4736955411	0	0.0609246017	0.8097251475	1	
IKZF1	0.4736561235	0	0.0609587781	0.8098589083	1	
KLF6	0.4735515151	0	0.0610494768	0.8102136101	1	TSG
PTGR2	0.4735424187	0	0.0610573637	0.8102444346	1	
APOA5	0.4734666155	0	0.0611230874	0.8105011863	1	
PRKACG	0.4734165854	0	0.0611664651	0.810670526	1	
ACVR1	0.4734165854	0	0.0611664651	0.810670526	1	
MED13L	0.4734044569	0	0.0611769809	0.810711564	1	
HBD	0.4732953004	0	0.0612716231	0.8110806616	1	
UGCG	0.4731959749	0	0.0613577414	0.811260423	1	
POU2AF1	0.4731300494	0	0.0614149009	0.8116385945	1	
NAGA	0.4725751702	0	0.0618959987	0.8135046135	1	
DTNBP1	0.4724781422	0	0.0619801251	0.8138297384	1	
FCER1A	0.472308343	0	0.0621273463	0.8143978657	1	
LIG1	0.472211315	0	0.0622114727	0.814722029	1	
HLF	0.4719914858	0	0.0624020716	0.815455167	1	
HIPK4	0.4719369075	0	0.0624493927	0.8156369091	1	
ASGR2	0.4717140462	0	0.0626426205	0.8163778726	1	
NTRK2	0.471542731	0	0.0627911562	0.8169462004	1	
PRLR	0.4715048294	0	0.0628240181	0.817071789	1	
AFF3	0.4713668676	0	0.0629436353	0.8175284799	1	
EPHB1	0.471304709	0	0.0629975288	0.8177340101	1	
FGG	0.4710363658	0	0.0632301909	0.8186196465	1	
TP53	0.4709924	0	0.0632683106	0.8187644949	1	TSG
IGF2R	0.4708665667	0	0.0633774121	0.8191786627	1	TSG
PPIC	0.4706429233	0	0.063571318	0.8197606729	1	
PSMA5	0.4703874907	0	0.0637927862	0.8207500886	1	
COX6B1	0.4703844344	0	0.0637954361	0.8206077948	1	
CD3G	0.4702904626	0	0.0638769126	0.8210673088	1	
CES2	0.4701449205	0	0.0640031022	0.8215424799	1	
CACNA1E	0.4701388563	0	0.0640083601	0.8215622616	1	
ETS2	0.4699266074	0	0.0641923866	0.8222537528	1	
GABRA3	0.469583977	0	0.0644894579	0.8233664642	1	
SCN1A	0.4695233345	0	0.0645420369	0.823562947	1	
DPP4	0.4694566277	0	0.0645998738	0.8237789192	1	TSG
SLC1A1	0.4694126619	0	0.0646379936	0.8239211735	1	
ITGA2B	0.4693838567	0	0.0646629686	0.8240143354	1	
SEMA3B	0.4693383747	0	0.0647024029	0.8241613699	1	TSG
CDK2	0.4693004732	0	0.0647352647	0.8242838396	1	
CHUK	0.4688790075	0	0.0651006888	0.8256420785	1	TSG
CRKL	0.4688774915	0	0.0651020033	0.8256469523	1	
FZD3	0.4687986562	0	0.065170356	0.8259002685	1	
PBX1	0.4685894394	0	0.0653517535	0.826571402	1	
GM2A	0.4684999917	0	0.0654293075	0.8268578355	1	
FMO1	0.4684908953	0	0.0654371944	0.8268869475	1	
NADSYN1	0.4682756143	0	0.0656238498	0.827575027	1	
SIK3	0.4682407448	0	0.0656540828	0.8276863131	1	
THRB	0.4680118192	0	0.0658525685	0.8284157979	1	TSG
NR1I2	0.467647964	0	0.0661680425	0.8295711993	1	
B4GALT2	0.4675615484	0	0.0662429676	0.8298448773	1	
INSRR	0.4674508758	0	0.0663389242	0.8301949678	1	
SLC16A7	0.4674417794	0	0.0663468111	0.830223722	1	
ACSL3	0.4672477233	0	0.0665150639	0.8308364034	1	
STK38L	0.4672249823	0	0.066534781	0.8309081095	1	
CYP2J2	0.4670642796	0	0.0666741154	0.8314142789	1	
WNK2	0.4669005447	0	0.0668160787	0.8319290014	1	TSG
EPHA7	0.4668550628	0	0.0668555129	0.8320718012	1	
PROC	0.4661386717	0	0.0674766467	0.8341648558	1	
CASR	0.4658195658	0	0.0677533216	0.8351565093	1	
PPP2R2A	0.4657741096	0	0.0677927336	0.8354428028	1	
CALCR	0.4657286277	0	0.0678321678	0.8355836774	1	
ATP8A1	0.4656467602	0	0.0679031495	0.8358370556	1	
ERCC4	0.4654390596	0	0.0680832326	0.8364787551	1	
SMPD3	0.4652442195	0	0.068252165	0.8369347996	1	
PTDSS1	0.4652358812	0	0.0682593946	0.8369604805	1	
DRD3	0.4651252344	0	0.0683553289	0.8374452527	1	
RFC1	0.4650949132	0	0.0683816184	0.8375384379	1	
PAICS	0.4649129855	0	0.0685393554	0.8380968229	1	
VKORC1	0.464494552	0	0.0689021505	0.8393763836	1	
APOE	0.4643080762	0	0.0690638309	0.8399445008	1	
MLLT11	0.4642974638	0	0.0690730322	0.8399767933	1	
ACHE	0.4641337289	0	0.0692149955	0.8404744839	1	
SLC6A7	0.4641018916	0	0.0692425995	0.8405711399	1	
CRYZ	0.4640230563	0	0.0693109522	0.8408103145	1	
RANBP9	0.4638547732	0	0.0694568589	0.8413200779	1	
PECR	0.4638411287	0	0.0694686892	0.8413613633	1	
NDUFA6	0.4637941307	0	0.0695094379	0.8415035152	1	
ABCG2	0.4635015305	0	0.0697631316	0.8423866558	1	
GLDC	0.4630967415	0	0.0701140964	0.8436030988	1	
NFKB1	0.4630649042	0	0.0701417004	0.8436985125	1	TSG
RET	0.4627677558	0	0.0703993375	0.8445872018	1	
RGL3	0.4621886195	0	0.070901467	0.8463096918	1	
APOA4	0.4621825553	0	0.0709067249	0.8463276616	1	
JAG2	0.4620673344	0	0.071006625	0.8466688247	1	
GABRQ	0.46196121	0	0.0710986382	0.8469826121	1	
B2M	0.4619581779	0	0.0711012672	0.8469915712	1	
P2RY2	0.4618429571	0	0.0712011673	0.8473317618	1	
AKAP12	0.4616837704	0	0.0713391871	0.8478009405	1	TSG
VIM	0.4615685225	0	0.0714391107	0.8480023195	1	
SGPP1	0.4615655174	0	0.0714417162	0.8481488562	1	
PIK3R1	0.4613563007	0	0.0716231137	0.8487631111	1	
LMNB1	0.4613350758	0	0.0716415164	0.8488253349	1	
ACO2	0.4612244032	0	0.0717374731	0.8491495129	1	
HTR2C	0.4611076663	0	0.0718386876	0.8494909549	1	
AGXT2	0.461030347	0	0.0719057259	0.8497168228	1	
NDUFB7	0.4609560599	0	0.0719701351	0.8499336214	1	
MINK1	0.4609318029	0	0.0719911667	0.8500043678	1	
TNFRSF13C	0.4609166423	0	0.0720043115	0.8500485731	1	
FRK	0.4608180982	0	0.0720897524	0.8503356969	1	TSG
DDR1	0.4608044536	0	0.0721015826	0.8503754237	1	
CHRM5	0.4604830481	0	0.0723802513	0.8513091876	1	
BCL3	0.4603102169	0	0.0725301015	0.8518097008	1	
GARS	0.4600858395	0	0.0727246438	0.8524578156	1	
SERPINB6	0.4600820218	0	0.0727279539	0.8523340923	1	
RALB	0.4600161006	0	0.0727851096	0.8526588714	1	
TNFSF11	0.4600161006	0	0.0727851096	0.8526588714	1	
BRSK2	0.4599327171	0	0.0728574058	0.8528990244	1	
CRP	0.4598083999	0	0.0729651927	0.8532565858	1	
PTPRU	0.4597659501	0	0.073001998	0.853378547	1	
ATIC	0.4591595247	0	0.073527788	0.8551134633	1	
NOVA1	0.4589381795	0	0.0737197014	0.8557432694	1	
GLRA1	0.4588866333	0	0.0737643935	0.8558896728	1	
NPR2	0.4586440632	0	0.0739747095	0.8565772916	1	
COX5A	0.4585318745	0	0.0740719807	0.856894569	1	
EGF	0.4584833604	0	0.0741140439	0.8570316239	1	
REG1A	0.4584075573	0	0.0741797676	0.8572455955	1	
TNNI3	0.4583908806	0	0.0741942268	0.8572926403	1	
NFKB2	0.4581892441	-0.0004398788	0.074369052	0.8578606303	1	
DDAH2	0.4580679591	-0.0007044676	0.07447421	0.8582015446	1	
COMT	0.4579785113	-0.0008996018	0.074551764	0.8584526157	1	
M6PR	0.4578481299	-0.0011840347	0.0746648089	0.858818047	1	
NR4A3	0.4575085316	-0.0019248833	0.0749592513	0.8597668795	1	TSG
RALBP1	0.4573720859	-0.0022225456	0.075077554	0.8601468911	1	
MLH1	0.4570506805	-0.0029237058	0.0753562227	0.8610392763	1	TSG
IFNGR1	0.4569991343	-0.0030361561	0.0754009149	0.8611820352	1	
USP5	0.4568960134	-0.0032611189	0.075490324	0.8613393778	1	
FBN1	0.4562486829	-0.004673299	0.07605158	0.8632491874	1	
PRKAR1A	0.4562441347	-0.0046832211	0.0760555234	0.8632616514	1	TSG
TSSK3	0.4560477756	-0.0051115872	0.076225773	0.863672963	1	
HSPA1L	0.4558802795	-0.0054769874	0.0763709974	0.8642562737	1	
KRT12	0.455842349	-0.0055597346	0.0764038844	0.8642340759	1	
SFPQ	0.4555391652	-0.0062211433	0.0766667543	0.865184246	1	
PLAT	0.4552147276	-0.0069289182	0.0769480519	0.8660628257	1	
SERPINA6	0.4548205511	-0.0077888317	0.0772898154	0.8671249833	1	
SAT1	0.4547811335	-0.0078748231	0.0773239918	0.8672308809	1	
SLC22A12	0.4547599086	-0.0079211261	0.0773423944	0.8672878788	1	
CNTRL	0.4546750091	-0.0081063382	0.077416005	0.8675157026	1	
GLUL	0.4546037541	-0.0082617841	0.0774777854	0.8677067048	1	
TCF7L2	0.4543050896	-0.008913334	0.0777367369	0.8685052346	1	TSG
HNRNPA2B1	0.4540428106	-0.0094855072	0.0779641411	0.8692037475	1	
PDGFRB	0.4540094572	-0.0095582691	0.0779930596	0.8692923926	1	
TTK	0.4536637947	-0.010312347	0.0782927599	0.8702086461	1	
TNNC2	0.4535607024	-0.0105372475	0.0783821442	0.8704810564	1	
GHR	0.4530513051	-0.0116485203	0.0788238078	0.8718212997	1	
BDNF	0.4527086748	-0.0123959835	0.0791208791	0.8727173665	1	
CTBP2	0.452643484	-0.0125382	0.0791774015	0.8728873652	1	TSG
NDUFA5	0.4523796589	-0.0131137462	0.0794061463	0.8734562431	1	
CCR4	0.4519415467	-0.0140695075	0.0797860035	0.8747078644	1	
PRKAR1B	0.4519339663	-0.0140860443	0.0797925758	0.8747274249	1	
BTK	0.4518581632	-0.0142514122	0.0798582996	0.8749229134	1	
TGFBR1	0.4517641672	-0.0144564685	0.079939797	0.8751650246	1	
DICER1	0.4514564064	-0.0151278625	0.0802066355	0.8759554642	1	
PPP1CC	0.4509242375	-0.0162888124	0.0806680427	0.8772000854	1	
NDUFB6	0.4508924308	-0.0163582003	0.0806956202	0.8773949007	1	
HLA-B	0.4506407642	-0.016907222	0.080913823	0.8780334547	1	
SLC18A2	0.4506256036	-0.0169402955	0.0809269678	0.8780718475	1	
CAT	0.4505528325	-0.0170990488	0.0809900626	0.8782560153	1	
EIF4G1	0.4503678728	-0.0175025467	0.0811504285	0.8787232334	1	
CPQ	0.4502829732	-0.0176877588	0.0812240391	0.8789372738	1	
BST1	0.45015714	-0.0179622696	0.0813331405	0.8792540258	1	
BLVRA	0.4499767284	-0.0183558454	0.0814895631	0.8797071512	1	
CYGB	0.4499524714	-0.0184087632	0.0815105947	0.8797679847	1	TSG
MAP2K5	0.4498357345	-0.0186634299	0.0816118092	0.8800604442	1	
AURKC	0.449750835	-0.018848642	0.0816854198	0.8802728285	1	
CHD8	0.4497099013	-0.0189379407	0.0817209107	0.8803751338	1	
APOC3	0.4495689074	-0.0192455251	0.0818431568	0.8807270493	1	
NAGLU	0.4494779436	-0.0194439667	0.0819220253	0.8809537056	1	
BAG1	0.4494597508	-0.019483655	0.081937799	0.8809990005	1	
MYH9	0.4493248211	-0.01977801	0.0820547873	0.8813345603	1	
THBD	0.449321789	-0.0197846247	0.0820574163	0.8813420933	1	TSG
ACACA	0.4488366487	-0.0208429798	0.0824780483	0.8825430518	1	
NOTCH1	0.4486865584	-0.0211704084	0.0826081813	0.8829128587	1	TSG
CACNG2	0.4485258243	-0.0215210569	0.0827475428	0.8832000465	1	
EHBP1	0.4479785568	-0.0227149453	0.0832220411	0.884646237	1	
GH1	0.4479285267	-0.0228240882	0.0832654188	0.8847680343	1	
PROCR	0.4478117898	-0.0230787548	0.0833666334	0.8850518745	1	
MOB3B	0.4476950529	-0.0233334215	0.0834678479	0.8853352197	1	
XRCC5	0.4472068805	-0.0243983913	0.0838911089	0.8865147618	1	
RORB	0.4469536979	-0.0249507203	0.0841106262	0.8871231119	1	
CYP2B6	0.446788447	-0.0253112225	0.084253904	0.8875189279	1	
MICA	0.4467566097	-0.0253806771	0.084281508	0.8875950725	1	
PRDX6	0.4464731058	-0.0259991533	0.0845273148	0.8882715081	1	
RXRB	0.446310887	-0.0263530408	0.0846679636	0.8886572544	1	
CACNA2D3	0.4463048227	-0.0263662702	0.0846732215	0.8886716564	1	
SLC6A8	0.4462123429	-0.0265680192	0.0847534045	0.8888911229	1	
CYP1A1	0.4461168309	-0.0267763828	0.0848362164	0.8891174613	1	
GPD1	0.4460304153	-0.0269649023	0.0849111415	0.8893219605	1	
SLC14A2	0.4459546121	-0.0271302703	0.0849768652	0.8895011244	1	
CDA	0.4457984576	-0.0274709283	0.0851122562	0.8898695499	1	
MMP8	0.4455240501	-0.0280695604	0.0853501761	0.8905148527	1	
ALS2	0.4455058573	-0.0281092487	0.0853659498	0.8905575396	1	
MAP3K13	0.4452147731	-0.0287442617	0.085618329	0.891238913	1	
MAN2A1	0.4451723234	-0.0288368678	0.0856551343	0.8913380259	1	
PDE9A	0.4450146528	-0.0291808332	0.0857918397	0.8917055941	1	
CACNA1G	0.4448433376	-0.0295545648	0.0859403754	0.8921039613	1	
CYP26A1	0.4447857272	-0.0296802445	0.0859903255	0.8922376894	1	
RHCE	0.4446507975	-0.0299745995	0.0861073137	0.8925504299	1	
ALDOA	0.4446196856	-0.0300424716	0.0861342888	0.8925246583	1	
SLC25A22	0.4445052554	-0.030292106	0.0862335033	0.892887038	1	
ANAPC5	0.4444916109	-0.0303218722	0.0862453336	0.8929185562	1	
LY96	0.4441383681	-0.031092487	0.0865516063	0.8937322132	1	
CD33	0.4441140783	-0.0311454763	0.0865726663	0.8936915466	1	
HECW1	0.4437563201	-0.0319259416	0.086882854	0.8946072106	1	
MAP3K2	0.4434121737	-0.0326767122	0.0871812398	0.8953909551	1	
NPRL2	0.4434015612	-0.0326998637	0.0871904411	0.8954150565	1	TSG
CAMK2B	0.4433030171	-0.0329148421	0.087275882	0.8956386644	1	
TLK2	0.443252987	-0.033023985	0.0873192597	0.8957520565	1	
EIF2AK3	0.4426996239	-0.0342311712	0.0877990431	0.8970003216	1	
AADAT	0.4426981078	-0.0342344786	0.0878003575	0.8970037266	1	
ITPR1	0.4426632383	-0.0343105478	0.0878305905	0.8970820194	1	
FH	0.4423782184	-0.0349323314	0.0880777118	0.8977203656	1	TSG
MMP14	0.4419491725	-0.0358683142	0.0884497082	0.8986758724	1	
CDC7	0.4418096946	-0.0361725913	0.0885706399	0.8989850991	1	
TRPV3	0.4413867129	-0.0370953446	0.0889373784	0.8999186784	1	
ACP1	0.4413184901	-0.0372441757	0.0889965298	0.9000686671	1	
ASNA1	0.4413154579	-0.0372507905	0.0889991587	0.9000753295	1	
STS	0.4412805885	-0.0373268597	0.0890293917	0.9001519235	1	
MAOA	0.4406771952	-0.0386431888	0.0895525527	0.9014705865	1	
ZFYVE9	0.4405149764	-0.0389970763	0.0896932015	0.901822929	1	
DHPS	0.4404255287	-0.0391922105	0.0897707556	0.9020168183	1	
PDE8B	0.440384595	-0.0392815092	0.0898062464	0.9021054541	1	
CNTN6	0.4401920549	-0.0397015439	0.0899731847	0.902521587	1	
PSMA6	0.4398940117	-0.0403517385	0.0902315977	0.9030780779	1	
PIK3R6	0.4397357198	-0.0406970591	0.0903688417	0.9035026986	1	
CCNA2	0.439477989	-0.0412593102	0.0905923024	0.9040536165	1	
ILK	0.4391414229	-0.041993544	0.0908841159	0.9047695824	1	
ABP1	0.4389352383	-0.0424433449	0.0910628845	0.9052062552	1	
HPN	0.4388154693	-0.0427046263	0.091166728	0.905459236	1	
PRKAB1	0.4383318451	-0.043759674	0.0915860455	0.9064757318	1	
TNIK	0.4382878792	-0.0438555875	0.0916241653	0.9065677409	1	
PIP4K2C	0.4381544656	-0.0441466351	0.0917398391	0.906846534	1	
KNG1	0.4381468853	-0.0441631719	0.0917464115	0.9068623561	1	
GABRB2	0.438115048	-0.0442326264	0.0917740155	0.9069287875	1	
SLC10A2	0.4378315441	-0.0448511027	0.0920198223	0.9075188082	1	
SLC16A6	0.4377223876	-0.0450892326	0.0921144645	0.9077452466	1	
SDHD	0.4376435523	-0.0452612153	0.0921828172	0.9079085314	1	TSG
SULT1E1	0.4371538638	-0.0463294924	0.0926073926	0.9089180179	1	
IYD	0.4370856409	-0.0464783236	0.092666544	0.9090580081	1	
IGF1	0.4369582916	-0.0467561418	0.0927769599	0.9093188984	1	
NDUFA2	0.4367740546	-0.0471580628	0.0929366991	0.9096187317	1	
PTGIR	0.4367657515	-0.0471761764	0.0929438982	0.9097122901	1	
EIF2AK1	0.43658534	-0.0475697522	0.0931003207	0.9100797559	1	
DBI	0.4365368259	-0.0476755877	0.0931423839	0.9101783814	1	
SLC12A2	0.4364397979	-0.0478872587	0.0932265103	0.9103753925	1	
PSMD5	0.4358197279	-0.0492399688	0.0937641306	0.9116268761	1	
ARSA	0.4356969268	-0.0495078649	0.0938706031	0.911873181	1	
HADH	0.4355726096	-0.0497790684	0.09397839	0.9121220081	1	
IL5RA	0.4354270675	-0.0500965749	0.0941045796	0.9124126552	1	
EEF1A1	0.4351465958	-0.0507084364	0.0943477575	0.9129707434	1	TSG
RNASEL	0.4351465958	-0.0507084364	0.0943477575	0.9129707434	1	TSG
LALBA	0.4351344672	-0.0507348953	0.0943582733	0.9129948172	1	
PPP2CA	0.4351033522	-0.0508027742	0.0943852511	0.9129844991	1	
PDE7A	0.434864608	-0.0513236053	0.0945922499	0.9135291811	1	
GABBR1	0.4347554514	-0.0515617352	0.0946868921	0.9137446338	1	
SLK	0.4346720679	-0.0517436399	0.0947591882	0.9139089465	1	
PKHD1	0.4345007527	-0.0521173716	0.0949077239	0.9142458035	1	
PDE4DIP	0.4344931724	-0.0521339084	0.0949142962	0.9142606859	1	
NQO2	0.434459819	-0.0522066703	0.0949432147	0.914326146	1	
SLC30A8	0.4342415059	-0.0526829301	0.0951324991	0.9147536931	1	
LCMT1	0.433600211	-0.0540819431	0.095688522	0.9160004174	1	
TK1	0.4333530927	-0.0546210427	0.0959027814	0.9164771822	1	
SYT2	0.4330392676	-0.0553056662	0.0961748778	0.9170797257	1	
CD160	0.4329346592	-0.055533874	0.0962655765	0.9172798491	1	
EDN1	0.4328891773	-0.0556330948	0.0963050108	0.9173667465	1	
INPP4B	0.4327572798	-0.055920835	0.0964193701	0.9176183625	1	TSG
CDK5	0.4327375709	-0.0559638307	0.0964364583	0.917655911	1	
IFNA10	0.432501065	-0.0564797788	0.0966415164	0.9181054934	1	
GNRHR	0.4323949406	-0.056711294	0.0967335296	0.9183066301	1	
PSMA8	0.4323161053	-0.0568832767	0.0968018823	0.9184558061	1	
PMP2	0.432117501	-0.0573165408	0.0969740786	0.9188307091	1	
